trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,startExperiment.started,key_start_experiment.started,key_start_experiment.keys,key_start_experiment.rt,experiment_start ,calibration1_start ,smile.started,neutral.started,smile.stopped,neutral.stopped,frown.started,frown.stopped,neutral_2.started,neutral_2.stopped,relax.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.76410845800001,10.76410845800001,space,4.075319708999814,,,,,,,,,,,,662678,001,2023-02-27_11h39.59.334,movie_affect-rating_shimmer-trigger,2022.2.4,None,
,,,,,,,,1677465607.461768,1677465607.470474,14.877785832999507,19.85519799999929,19.87844112499988,24.84957949999989,24.84957949999989,29.844607082999573,29.849259415999768,34.84595412499948,34.85176054099975,,,,,,,
